id,FalseSent,OptionA,OptionB,OptionC
sentence_215,He bought plate to cook food,No one can cook plate for food,Plate is in round shape and stove is in square shape,Plate is very costly
sentence_216,I want to play football on my guitar,A guitar is for playing music,Guitars have strings while football does not,Football cant be strummed
sentence_217,The student called his professors notes.,You can't make a phone call to written words.,Sometimes students fall asleep in class.,The professor sometimes speaks too quickly.
sentence_218,Mobiles are used to cleaning,Mobile is a communicating device,There are different types of mobiles,Mobile is very useful to human beings
sentence_219,A bed is used for watching television,A bed is an object specifically used for sleeping,You can watch television on a bed,A bed is bigger than a television
sentence_220,My friend drank sand in a glass.,The sand is usually dry while the juice is wet.,No one drinks sand like liquid.,The sand cannot drink juice.
sentence_221,She put a pie in the bathtub.,You cannot bake a pie in the bathtub.,Pies have fruit and bathtubs do not.,A pie is hotter than a bathtub.
sentence_222,She was eating shoe,Shoe is in black color,She does not like shoe,No one eats shoe
sentence_223,She got into the bathtub to sleep.,No one sleeps in a bathtub.,"Bathtubs are typically white, while beds are typically any color.",A bathtub cannot sleep in a bed.
sentence_224,She put a gorilla in the oven.,A gorilla is to large to fit into an oven.,"Gorillas are usually black, while ovens can be black, white, stainless steel or black stainless steel.",Gorillas cannot purchase an oven.
sentence_225,we can have a shower in the kitchen,shower will be done only in the bath room,bathroom used to take shower and bath,kitchen is used to eat and washing vessel
sentence_226,Food refrigerated longer than recommended can burn,Refrigerators are bigger than ovens,Refrigerators can hold beverages,Refrigerators don't cook food
sentence_227,The mall drove to Jim,malls cannot drive,mall is not a car,Jim is not a car
sentence_228,She heated up the water to make icecream.,"Ice cream is made with milk, not water.",She is lactose intolerant.,Hot water would melt ice cream.
sentence_229,A teddy is a weapon,Teddies are soft and cannot cause injuries,A weapon can have the same colour as a teddy,A teddy can be as big as a weapon
sentence_230,A planet has a square shape,Planets have a sphere shape due to the different forces around the volume,you can calculate the area of a planet in squares,There are not any planets with a square ring on them
sentence_231,He put a cat in the freezer.,Cats are live and cannot be frozen.,Cats are beige while fridges are white.,Cats cant digest fridges.
sentence_232,Grass is orange,oranges are orange while grass is small,oranges can't grow in grass,grass does not come in orange
sentence_233,Plant can have buffalo for dinner.,Buffaloes are usually not green and have horns.,Plant cannot eat land animal.,Plants are green and have no horns.
sentence_234,The doctor gave vaccine through stethoscope,Stethoscope is too costly,Stethoscope is sold by different brand,Stethoscope is an instrument to measure heartbeat
sentence_235,My house is homosexual.,Houses are able to run.,Houses don't have sexuality.,A runner cannot out-run a house.
sentence_236,You can buy cigarettes in bottles,Cigarettes are smaller than beer bottles,Cigarettes and beer are sold in stores with bottles,Cigarettes are always sold in small packages
sentence_237,If she is dead she will buy a new house.,new houses are clean and beautiful,dead people love graves,Dead people can't do anything any more.
sentence_238,She hung an elevator on the wall.,Elevators are steel while walls are concrete.,An elevator is too heavy to hang on the wall.,An elevator cannot paint a picture.
sentence_239,10% of disordered people are anxious about anything all the time.,I've been worried 10% of my work time about all the people in China.,Anxiety causes people to forfeit 10% of their working wage every time.,"Disordered people is not defined, statement is not factual."
sentence_240,Boats sail on the sand.,Boats can not sail on sand as it is solid.,Both boats and sand are at the beach.,You can not swim in sand.
sentence_241,Burglars are good people,There are people who are burglars,Burglars can enter a house with people in it,Burglars are banned from our society because they eliminate the things we have worked hard for
sentence_242,They switched on the stove to watch their favourite programme,A stove cannot display shows or programmes,The stove was broken so they could not turn it on,The stove did not have their favourite programme
sentence_243,he kept ice cream in oven,Ice cream melts in oven,Oven smells bad,ice cream is in pink color and oven is made of steel
sentence_244,Learning a language is easy,Cycling and learning a language are good for the brain,Cycling can be said in different ways depending on the language,"Languages are very difficult to muster, especially when you are old"
sentence_245,Michelle put a couch in the back of her car,Couches cannot drive,A couch is larger than a car door,Doors cannot detach from a car
sentence_246,you will find a shark in a mountain,a shark can't climb a mountain,sharks lives in the sea,animals in the mountain will eat shark
sentence_247,The ferry crossed the river on the car.,A ferry  is gray and cars are sometimes white.,A ferry cannot fly.,A ferry cannot fit on a car.
sentence_248,The sun made my t-shirt wet.,The sun is in space and the t-shirt is on earth.,The sun is made of gas and the shirt is made of cotton.,The sun does not emit water.
sentence_249,she was swimming in hot oil.,oil and water both are liquid.,both oil and water is transparent,no one bath in hot oil
sentence_250,Bella loves to dance in a ballroom in her pink car.,A car is fun to ride in when you go to the ballroom,Pink is a girls favorite color on the road,You can not wear a car as a dress
sentence_251,Eggs are usually used as cricket ball,Eggs are round in shape,Eggs are very cheap,Egg will broke if we use to play cricket
sentence_252,Umbrellas are good means of communication,An umbrella looks similar to an inverted dish antenna,Umbrellas are used to cover from rain and sun,People carry umbrellas when they go out of home
sentence_253,Winter coats are helpful in summer.,Winter coats can be made out of fur.,You cannot make it colder outside by wearing a winter coat.,"A winter coat will help protect from cold temperatures, not hot."
sentence_254,He ate a mobile phone,A mobile phone is bigger than mouth,Mobile phone is not eatable,Mobile phones have radiation
sentence_255,Pencils contain a chocolate core,Chocolate is made from cocoa beans,Chocolate can be many colours,Chocolate is not a good material for use in pencils
